fullClauseName,text,cause_of_action_1,cause_of_action_2,cause_of_action_3,cause_of_action_4,cause_of_action_5,cause_of_action_6,cause_of_action_7,cause_of_action_8,cause_of_action_9,cause_of_action_10
芜湖市轨道交通管理办法第六十六条,违反本办法第二十九条、三十一条、三十三条、四十二条、六十二条规定，轨道交通运营单位有下列行为之一的，由市交通运输主管部门责令限期改正；逾期未改正的，处以一万元以下的罚款：（一）未向社会公布运营服务质量承诺或者定期报告履行情况；（二）未按照要求向乘客提供运营服务和安全应急等信息；（三）运行图未报市交通运输主管部门备案或者调整运行图严重影响服务质量的，未向市交通运输主管部门说明理由；（四）未建立投诉受理制度，或者未及时处理乘客投诉，或者未定期向市交通运输主管部门报告乘客投诉以及处理情况；（五）采取的限流、越站、封站、暂停运营等措施，未及时告知社会公众或者封站、暂停运营等措施未向市交通运输主管部门报告。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第六十七条,违反本办法第三十五条规定，乘客一年以内有三次以上冒用他人优惠乘车凭证乘车，持伪造、变造的乘车凭证乘车，或者有其他故意逃票行为的，轨道交通运营单位可以将其逃票行为信息共享至市公共信用信息共享服务平台，录入其个人信用信息。乘客伪造、变造优惠乘车凭证，构成违反治安管理规定行为的，由公安机关依法处理；构成犯罪的，依法追究刑事责任。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第六十八条,违反本办法第三十八条规定，轨道交通运营单位有权劝阻和制止。劝阻和制止无效的，轨道交通运营单位应当及时报告相关主管部门依法处理，构成违反治安管理规定行为的，由公安机关依法处理；构成犯罪的，依法追究刑事责任。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第六十九条,违反本办法第四十九条规定，有下列行为之一的，由市交通运输主管部门责令相关责任人和单位限期改正、消除影响；逾期未改正的，可以对个人处以五千元以下的罚款，对单位处以三万元以下的罚款；造成损失的，依法承担赔偿责任；情节严重构成犯罪的，依法追究刑事责任：（一）高架线路桥下的空间使用可能危害运营安全的；（二）地面、高架线路沿线建（构）筑物或者植物妨碍行车瞭望、侵入限界的。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第七十条,违反本办法第五十四条、五十五条、五十六条、五十九条、六十条规定，轨道交通运营单位有下列行为之一的，由市交通运输主管部门责令限期改正；逾期未改正的，处以五千元以上三万元以下的罚款，并可以对其主要负责人处以一万元以下的罚款：（一）未按照相关标准对从业人员进行技能培训教育；（二）未建立设施设备检查、检测评估、养护维修、更新改造制度和技术管理体系，或者未对设施设备定期检查、检测评估和及时养护维修、更新改造；（三）未按照有关规定完善风险分级管控和隐患排查治理双重预防制度，或者未建立风险数据库和隐患排查手册，或者未按照要求报告运营安全风险隐患整改情况；（四）未按照有关规定建立运营突发事件应急预案体系；（五）储备的应急物资不满足需要，未配备专业应急救援装备，或者未建立应急救援队伍、配齐应急人员；（六）未按时组织运营突发事件应急演练。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第七十一条,违反本办法第五十七条第一项规定，干扰轨道交通专用无线电通信频率的，按照《中华人民共和国无线电管理条例》等有关规定处理。违反本办法第五十七条第二项至第五项、第五十八条规定，轨道交通运营单位有权劝阻和制止，并由市交通运输主管部门责令改正，可以对个人处以五千元以下的罚款，对单位处以三万元以下的罚款；造成轨道交通设施损坏的，依法承担民事赔偿责任；构成违反治安管理规定行为的，由公安机关依法处理；构成犯罪的，依法追究刑事责任。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第七十二条,相关主管部门、轨道交通建设单位和运营单位不履行本办法职责造成严重后果的，或者有其他滥用职权、玩忽职守、徇私舞弊行为的，对负有责任的领导人员和直接责任人员依法给予处分；构成犯罪的，依法追究刑事责任。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第七十三条,违反本办法的其他行为，有关法律、法规、规章已有处罚规定的，从其规定。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第七十四条,本办法下列用语的含义：轨道交通，是指采用专用轨道导向运行的城市公共客运交通系统，包括单轨系统、地铁系统、轻轨系统、市域快速轨道系统等。轨道交通设施，包括轨道、路基、桥梁、隧道、车站（含天桥、通道、出入口）、通风亭、冷却塔、变电站（所）、控制中心、车辆基地、停车场等土建工程，列车、供电、通信、信号、通风空调与采暖、消防、给排水、火灾自动报警、环境与设备监控、自动售检票、电扶梯和自动人行道、屏蔽门（站台门）、标志标识、乘客信息系统、隔音屏障、人防设施、广告设施等设施设备，以及为保障轨道交通运营和为乘客提供便利服务而设置的其他相关设施。安全保护区，是指为保障轨道交通安全建设、运营，在轨道交通沿线设立的保护区域。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第七十五条,本办法自2021年3月1日起施行。,无对应案由,,,,,,,,,
芜湖市轨道交通管理办法第十五条,市、县（市）人民政府依法向轨道交通建设单位划拨建设用地使用权。需要在已划拨或者出让的土地上建设轨道交通车站（含天桥、通道、出入口）、通风亭、冷却塔等设施的，轨道交通建设单位应当与土地使用权人就有关设施建设所需用地进行协商，依法办理相关手续。,物权纠纷 > 用益物权纠纷 > 建设用地使用权纠纷,合同、准合同纠纷 > 合同纠纷 > 建设用地使用权合同纠纷 > 建设用地使用权出让合同纠纷,物权纠纷 > 所有权纠纷 > 相邻关系纠纷 > 相邻土地、建筑物利用关系纠纷,,,,,,,
芜湖市轨道交通管理办法第十七条,轨道交通设施周边建（构）筑物需要与轨道交通设施连通的，其所有权人提出的连通方案应当满足轨道交通要求并征得轨道交通建设单位、运营单位同意后，依法办理相关手续。对与轨道交通设施连通的经营设施，由轨道交通建设单位、运营单位与其所有权人签订合同，明确双方的权利义务；经营设施产权发生变更的，不得影响轨道交通的正常运营。,物权纠纷 > 所有权纠纷 > 相邻关系纠纷 > 相邻土地、建筑物利用关系纠纷,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 其他服务合同纠纷,合同、准合同纠纷 > 合同纠纷 > 建设工程合同纠纷 > 建设工程分包合同纠纷,,,,,,,
芜湖市轨道交通管理办法第二十一条,轨道交通建设单位应当采取保护措施，避免或者减少对相邻建（构）筑物、管廊（线）等设施的影响，保障其安全；造成损失的，依法承担相应责任。轨道交通建设单位应当按照环保标准，采取降噪、防尘等防治措施，减少对周边环境的影响。,侵权责任纠纷 > 侵权责任纠纷 > 环境污染责任纠纷 > 噪声污染责任纠纷,侵权责任纠纷 > 侵权责任纠纷 > 环境污染责任纠纷 > 固体废物污染责任纠纷,侵权责任纠纷 > 侵权责任纠纷 > 建筑物和物件损害责任纠纷 > 地面施工、地下设施损害责任纠纷,合同、准合同纠纷 > 合同纠纷 > 建设工程合同纠纷 > 建设工程施工合同纠纷,物权纠纷 > 所有权纠纷 > 相邻关系纠纷 > 相邻损害防免关系纠纷,,,,,
